trial,score,duration_ms,status,config
24,0.562620,2,Completed,"stp.use_fraction=Float(0.1360709696626456);memory.capture_threshold=Float(0.09919603404104618);learning.weight_decay=Float(0.002667380210416713);sleep.interval=Int(4127);learning.base_learning_rate=Float(0.0377220935865124);curiosity.surprise_threshold=Float(0.028941563350600556);curiosity.habituation_rate=Float(0.9207500363357249);energy.plasticity_cost_factor=Float(0.01040701362313866);homeostasis.memory_alpha=Float(0.022182900858387096);homeostasis.homeo_interval=Int(4);learning.istdp_rate=Float(0.004781657471270687);energy.recovery_rate=Float(3.3264181917361957);learning.ltp_ltd_ratio=Float(1.6195226462137704);energy.max_energy=Float(89.36891823293848);learning.stdp_a_minus=Float(0.043916848764269815);predictive.state_learning_rate=Float(0.2211498502528178);timing.refractory_period=Int(3);memory.weight_clamp=Float(1.8286801569230575);learning.stdp_a_plus=Float(0.018126799923164492);timing.eligibility_trace_tau=Float(139.01588053885285);timing.stdp_tau_plus=Float(10.528510615818321);homeostasis.meta_alpha=Float(0.014550015588186221);timing.stdp_tau_minus=Float(24.538377167083876);timing.stdp_window=Int(16);homeostasis.target_firing_rate=Float(0.092564048898072);memory.consolidation_rate=Float(0.004476275603793626);competition.strength=Float(0.16043414260736533);timing.stp_recovery_tau=Float(82.87246777510094);working_memory.capacity=Int(3);competition.interval=Int(11);working_memory.decay_rate=Float(0.015945940682651927);network.initial_inh_weight=Float(0.3371317905925987);homeostasis.homeo_eta=Float(0.17526786019216942);network.initial_threshold=Float(0.29422850333951145);network.inhibitory_ratio=Float(0.14053945977719023);memory.dopamine_sensitivity=Float(4.233559435287853);network.initial_exc_weight=Float(0.06449877843598341);energy.cost_fire_ratio=Float(0.06639743522191359);curiosity.scale=Float(0.24013807770799336);homeostasis.meta_threshold=Float(0.16199932024162247);predictive.inference_iterations=Int(3);memory.tag_decay_rate=Float(0.01574432710086562);learning.trace_increment=Float(0.05742846692619577);working_memory.recurrent_strength=Float(0.5553630044929131)"
25,0.645120,2,Completed,"timing.eligibility_trace_tau=Float(175.89189266457498);competition.strength=Float(0.20004141966347616);competition.interval=Int(6);learning.trace_increment=Float(0.16096565358130394);learning.ltp_ltd_ratio=Float(1.645380095961825);learning.stdp_a_minus=Float(0.008835356393092162);learning.weight_decay=Float(0.002496782856310435);memory.tag_decay_rate=Float(0.012394104758369294);memory.weight_clamp=Float(2.1216364971179598);network.initial_threshold=Float(0.2808617276560659);stp.use_fraction=Float(0.07261554659870816);energy.recovery_rate=Float(12.766072221977186);timing.stdp_window=Int(47);curiosity.surprise_threshold=Float(0.00839761608894859);working_memory.decay_rate=Float(0.01575974853261368);memory.capture_threshold=Float(0.05119646039120771);timing.stdp_tau_minus=Float(16.414867365130892);curiosity.scale=Float(0.2069025869869866);homeostasis.homeo_eta=Float(0.11376863275742358);homeostasis.meta_threshold=Float(0.05182981608710946);homeostasis.target_firing_rate=Float(0.13216418811636144);learning.stdp_a_plus=Float(0.006373815871163695);working_memory.capacity=Int(7);energy.max_energy=Float(123.46741637994242);homeostasis.homeo_interval=Int(6);energy.cost_fire_ratio=Float(0.058228836308286715);network.initial_exc_weight=Float(0.04268288896015913);timing.refractory_period=Int(2);predictive.inference_iterations=Int(3);curiosity.habituation_rate=Float(0.9411500264513656);network.initial_inh_weight=Float(0.32162042707708205);predictive.state_learning_rate=Float(0.2069570746032887);timing.stdp_tau_plus=Float(28.618558721760884);timing.stp_recovery_tau=Float(164.67772276715323);homeostasis.meta_alpha=Float(0.008094956945417207);network.inhibitory_ratio=Float(0.16771073198591147);memory.dopamine_sensitivity=Float(5.375519858294986);sleep.interval=Int(2185);working_memory.recurrent_strength=Float(0.6036929286908574);learning.base_learning_rate=Float(0.05045262816232923);energy.plasticity_cost_factor=Float(0.05451947721990744);learning.istdp_rate=Float(0.0017319045926518517);memory.consolidation_rate=Float(0.00025886209329098047);homeostasis.memory_alpha=Float(0.03608218536621011)"
26,0.299457,3,Completed,"competition.interval=Int(7);homeostasis.homeo_eta=Float(0.23204106461537097);homeostasis.meta_threshold=Float(0.17456826414553642);memory.capture_threshold=Float(0.15342401274326817);predictive.inference_iterations=Int(2);learning.istdp_rate=Float(0.0016134438748968405);timing.stdp_window=Int(47);working_memory.capacity=Int(4);working_memory.decay_rate=Float(0.008633942632850711);timing.eligibility_trace_tau=Float(139.5403927982646);energy.cost_fire_ratio=Float(0.07596300962519902);curiosity.scale=Float(0.05986125913678232);memory.dopamine_sensitivity=Float(1.8375728393061024);network.initial_inh_weight=Float(0.6518355853743468);stp.use_fraction=Float(0.06855141052942523);homeostasis.meta_alpha=Float(0.018050090004701654);curiosity.habituation_rate=Float(0.9067413796688759);memory.tag_decay_rate=Float(0.01588250770812913);homeostasis.memory_alpha=Float(0.009149354249040911);learning.trace_increment=Float(0.14735296121736824);learning.weight_decay=Float(4.7239775135470505e-5);memory.consolidation_rate=Float(0.0031523299500700857);energy.plasticity_cost_factor=Float(0.015125632047449619);learning.base_learning_rate=Float(0.03097207344532294);sleep.interval=Int(941);energy.recovery_rate=Float(8.259393296963394);timing.stdp_tau_minus=Float(20.71000191166764);timing.refractory_period=Int(8);learning.stdp_a_minus=Float(0.03450311415537799);homeostasis.target_firing_rate=Float(0.035933641825321515);learning.stdp_a_plus=Float(0.015867211719012637);network.inhibitory_ratio=Float(0.1028861500096708);memory.weight_clamp=Float(2.8994820671853336);curiosity.surprise_threshold=Float(0.016490345122173976);network.initial_exc_weight=Float(0.0766410958153757);network.initial_threshold=Float(0.2713845879238529);homeostasis.homeo_interval=Int(1);predictive.state_learning_rate=Float(0.12300901063089469);energy.max_energy=Float(74.09348887719528);timing.stp_recovery_tau=Float(100.83669443867092);working_memory.recurrent_strength=Float(0.6500293589779245);timing.stdp_tau_plus=Float(13.507145134151713);competition.strength=Float(0.14049598501075433);learning.ltp_ltd_ratio=Float(1.7991575565652822)"
27,0.601637,3,Completed,"timing.stdp_tau_plus=Float(22.41947657717845);learning.base_learning_rate=Float(0.042369494180746724);energy.max_energy=Float(118.2242417401225);learning.stdp_a_plus=Float(0.030546153162733222);homeostasis.target_firing_rate=Float(0.13953206588736083);memory.consolidation_rate=Float(0.0018343029901465176);network.inhibitory_ratio=Float(0.21443915996105392);working_memory.capacity=Int(6);working_memory.decay_rate=Float(0.008863106452362404);stp.use_fraction=Float(0.09344083166062851);memory.weight_clamp=Float(2.468351299285039);competition.interval=Int(6);curiosity.scale=Float(0.09396083042350617);energy.plasticity_cost_factor=Float(0.09565307946541651);curiosity.habituation_rate=Float(0.9404881124129724);homeostasis.homeo_eta=Float(0.2361478420175025);network.initial_exc_weight=Float(0.0493276209918148);timing.eligibility_trace_tau=Float(106.07091111738023);homeostasis.memory_alpha=Float(0.029909692747730227);learning.ltp_ltd_ratio=Float(1.8532068279695713);predictive.inference_iterations=Int(5);predictive.state_learning_rate=Float(0.1316880252844859);homeostasis.meta_threshold=Float(0.17304744255334314);network.initial_threshold=Float(0.19885287305779126);memory.dopamine_sensitivity=Float(5.079430924514177);working_memory.recurrent_strength=Float(0.6765887657358751);network.initial_inh_weight=Float(0.13095476767768963);timing.stdp_tau_minus=Float(22.322097340906527);competition.strength=Float(0.16705729804631725);curiosity.surprise_threshold=Float(0.034828710877296686);energy.recovery_rate=Float(9.739083929159467);homeostasis.meta_alpha=Float(0.014627752974542732);learning.weight_decay=Float(0.003670100762462267);memory.capture_threshold=Float(0.09968208326019395);learning.istdp_rate=Float(0.000785540977442996);homeostasis.homeo_interval=Int(4);learning.stdp_a_minus=Float(0.025398551409458407);memory.tag_decay_rate=Float(0.009694363749514885);timing.stdp_window=Int(10);sleep.interval=Int(2693);timing.stp_recovery_tau=Float(102.36557546359617);learning.trace_increment=Float(0.07883013699409322);energy.cost_fire_ratio=Float(0.05189360125965756);timing.refractory_period=Int(6)"
28,0.608082,3,Completed,"competition.interval=Int(6);competition.strength=Float(0.28393957060387814);homeostasis.target_firing_rate=Float(0.08466388719032143);homeostasis.homeo_interval=Int(4);learning.stdp_a_minus=Float(0.003260314079062155);predictive.inference_iterations=Int(3);curiosity.scale=Float(0.0444578363454104);curiosity.habituation_rate=Float(0.9369221265804772);memory.tag_decay_rate=Float(0.019285399690336873);predictive.state_learning_rate=Float(0.23935295049086047);timing.refractory_period=Int(6);memory.consolidation_rate=Float(0.0036997296320739506);homeostasis.homeo_eta=Float(0.012653114649619235);network.initial_inh_weight=Float(0.36013507956176416);timing.stdp_tau_minus=Float(23.288881748050656);timing.stdp_tau_plus=Float(34.6327268203331);timing.stp_recovery_tau=Float(128.4387591593989);working_memory.decay_rate=Float(0.04721042367797587);stp.use_fraction=Float(0.14677340174018716);energy.max_energy=Float(54.45492544780833);learning.stdp_a_plus=Float(0.00831554301183567);network.initial_threshold=Float(0.24521183021022283);timing.stdp_window=Int(32);memory.dopamine_sensitivity=Float(5.450703786325339);energy.plasticity_cost_factor=Float(0.09052081864572149);homeostasis.meta_threshold=Float(0.1672895026084244);learning.trace_increment=Float(0.14275737150869272);learning.base_learning_rate=Float(0.01850818558677756);homeostasis.memory_alpha=Float(0.029590901795213786);learning.istdp_rate=Float(0.0017599687892850416);memory.capture_threshold=Float(0.14677682184772028);memory.weight_clamp=Float(2.8608990753676973);network.initial_exc_weight=Float(0.056685334205787);homeostasis.meta_alpha=Float(0.02250437965022968);energy.cost_fire_ratio=Float(0.07969801155610429);learning.weight_decay=Float(0.0029413605261597226);sleep.interval=Int(1762);working_memory.recurrent_strength=Float(0.5014501639645198);learning.ltp_ltd_ratio=Float(2.1495042231747656);curiosity.surprise_threshold=Float(0.04230622228032589);timing.eligibility_trace_tau=Float(248.62579259756623);working_memory.capacity=Int(5);network.inhibitory_ratio=Float(0.1869285854480529);energy.recovery_rate=Float(6.299208008986713)"
29,0.314206,2,Completed,"curiosity.surprise_threshold=Float(0.0012219903469602555);curiosity.scale=Float(0.14284864826194213);timing.eligibility_trace_tau=Float(264.3926730878634);timing.stdp_tau_minus=Float(10.232660715755229);network.initial_inh_weight=Float(0.6371012372283965);homeostasis.homeo_interval=Int(3);network.initial_threshold=Float(0.2085587812840377);homeostasis.memory_alpha=Float(0.018609785297561854);learning.stdp_a_plus=Float(0.04784644620210083);memory.tag_decay_rate=Float(0.01815667678000328);memory.weight_clamp=Float(1.1280887555629222);energy.max_energy=Float(90.53457372135821);working_memory.capacity=Int(7);homeostasis.homeo_eta=Float(0.062378614231100915);learning.weight_decay=Float(0.001666254611813057);energy.plasticity_cost_factor=Float(0.10487724125964502);homeostasis.meta_alpha=Float(0.006090288522441473);learning.ltp_ltd_ratio=Float(1.904698975594877);learning.stdp_a_minus=Float(0.019075530002144056);memory.consolidation_rate=Float(0.0042669117968452425);energy.cost_fire_ratio=Float(0.019164517603154414);network.inhibitory_ratio=Float(0.1756676759514184);timing.stdp_tau_plus=Float(49.176865543512825);timing.stp_recovery_tau=Float(118.73148297162994);working_memory.decay_rate=Float(0.04047322453010669);competition.interval=Int(5);stp.use_fraction=Float(0.11728149986995419);homeostasis.meta_threshold=Float(0.11720778749259371);memory.dopamine_sensitivity=Float(2.8057625353815414);curiosity.habituation_rate=Float(0.9046534138009077);network.initial_exc_weight=Float(0.030547486755658753);energy.recovery_rate=Float(8.248101174656325);learning.istdp_rate=Float(0.00353743857448861);predictive.inference_iterations=Int(3);learning.trace_increment=Float(0.07650559181964621);predictive.state_learning_rate=Float(0.1888619068425293);learning.base_learning_rate=Float(0.03607721666807244);competition.strength=Float(0.1233734055476667);sleep.interval=Int(4046);timing.refractory_period=Int(1);timing.stdp_window=Int(47);working_memory.recurrent_strength=Float(0.6015915102329086);homeostasis.target_firing_rate=Float(0.04947811882465103);memory.capture_threshold=Float(0.05010000489421655)"
30,0.577446,1,Completed,"homeostasis.memory_alpha=Float(0.010920810353923779);network.initial_inh_weight=Float(0.2611063835586203);competition.strength=Float(0.12986874310995192);homeostasis.homeo_eta=Float(0.08269172164674189);learning.weight_decay=Float(0.0036455285503215924);competition.interval=Int(8);timing.stdp_tau_plus=Float(36.783717110935534);homeostasis.target_firing_rate=Float(0.0907949193848285);energy.max_energy=Float(119.9104500165932);homeostasis.meta_alpha=Float(0.01100579858943955);learning.stdp_a_minus=Float(0.04940354386586779);learning.istdp_rate=Float(0.003155647042360075);curiosity.surprise_threshold=Float(0.0187438493093345);memory.consolidation_rate=Float(0.003204131178279438);predictive.state_learning_rate=Float(0.2446697460731188);working_memory.recurrent_strength=Float(0.6088781970573771);memory.dopamine_sensitivity=Float(3.6272683852881356);learning.stdp_a_plus=Float(0.029842840443561516);timing.stdp_window=Int(21);network.initial_exc_weight=Float(0.07861029741787591);network.initial_threshold=Float(0.1476143157220479);timing.refractory_period=Int(6);learning.ltp_ltd_ratio=Float(2.4442141718334085);timing.stdp_tau_minus=Float(13.772094879246339);timing.stp_recovery_tau=Float(144.2062696195688);energy.recovery_rate=Float(10.072069455187783);predictive.inference_iterations=Int(3);stp.use_fraction=Float(0.13359154304107454);memory.weight_clamp=Float(2.1328814581811617);energy.plasticity_cost_factor=Float(0.016944622820463176);working_memory.capacity=Int(4);energy.cost_fire_ratio=Float(0.07230137575005678);homeostasis.meta_threshold=Float(0.16839808130599515);memory.tag_decay_rate=Float(0.00719552591331199);sleep.interval=Int(4597);curiosity.scale=Float(0.023718279880405937);learning.base_learning_rate=Float(0.00958347226646344);timing.eligibility_trace_tau=Float(155.7018665726534);curiosity.habituation_rate=Float(0.9024082530837991);network.inhibitory_ratio=Float(0.16726656774228127);homeostasis.homeo_interval=Int(3);memory.capture_threshold=Float(0.05693804898926477);working_memory.decay_rate=Float(0.017916472583989724);learning.trace_increment=Float(0.0735215281773176)"
31,0.616338,2,Completed,"competition.strength=Float(0.26200421819510034);learning.trace_increment=Float(0.09980343179772688);sleep.interval=Int(3877);competition.interval=Int(5);memory.consolidation_rate=Float(0.0001406430364913873);learning.stdp_a_minus=Float(0.03348324448579998);memory.dopamine_sensitivity=Float(4.2658351457831065);learning.stdp_a_plus=Float(0.01669946050753339);curiosity.surprise_threshold=Float(0.04844769711942592);network.initial_exc_weight=Float(0.07828620640288252);energy.max_energy=Float(92.08474765580257);curiosity.scale=Float(0.1607246545238245);homeostasis.homeo_interval=Int(8);homeostasis.meta_threshold=Float(0.06887552126284585);learning.ltp_ltd_ratio=Float(1.8821125586708338);memory.tag_decay_rate=Float(0.0013232932128764906);network.initial_inh_weight=Float(0.2709086206208236);predictive.state_learning_rate=Float(0.04408850461805438);timing.eligibility_trace_tau=Float(110.19610541644415);timing.stdp_tau_minus=Float(8.017916747605874);timing.stdp_window=Int(48);stp.use_fraction=Float(0.10351402239257332);working_memory.capacity=Int(3);memory.weight_clamp=Float(2.5138470040433685);timing.stp_recovery_tau=Float(56.86205952820882);working_memory.decay_rate=Float(0.028839976241309195);homeostasis.meta_alpha=Float(0.01818227718751465);homeostasis.target_firing_rate=Float(0.09764090815736932);energy.recovery_rate=Float(2.970524840515695);learning.istdp_rate=Float(0.0021840461503677177);homeostasis.memory_alpha=Float(0.022051917643298377);memory.capture_threshold=Float(0.10188681087500574);energy.cost_fire_ratio=Float(0.04547252648870287);predictive.inference_iterations=Int(1);homeostasis.homeo_eta=Float(0.04003351827152854);learning.base_learning_rate=Float(0.024138451742971887);timing.refractory_period=Int(8);learning.weight_decay=Float(0.0011856355107612059);network.inhibitory_ratio=Float(0.15999481257982434);curiosity.habituation_rate=Float(0.9123513547273705);network.initial_threshold=Float(0.2770023145193705);working_memory.recurrent_strength=Float(0.6714351419875014);timing.stdp_tau_plus=Float(19.66837164938179);energy.plasticity_cost_factor=Float(0.05559448687024287)"
32,0.342604,2,Completed,"curiosity.habituation_rate=Float(0.9359678422249779);network.initial_inh_weight=Float(0.18161853600331082);timing.eligibility_trace_tau=Float(76.69241163569791);learning.base_learning_rate=Float(0.00669782380962228);homeostasis.homeo_interval=Int(4);learning.trace_increment=Float(0.12599109965981709);timing.stp_recovery_tau=Float(94.36305154682208);homeostasis.homeo_eta=Float(0.013065609259779008);memory.consolidation_rate=Float(0.0014975146675010947);network.inhibitory_ratio=Float(0.10449752919480614);timing.stdp_tau_minus=Float(17.62250016504491);learning.stdp_a_minus=Float(0.02160870507233979);memory.dopamine_sensitivity=Float(4.631232345856548);stp.use_fraction=Float(0.16933657628701454);learning.stdp_a_plus=Float(0.025853002441547115);homeostasis.memory_alpha=Float(0.016150326433393716);working_memory.decay_rate=Float(0.02845692264113038);homeostasis.meta_alpha=Float(0.020745899780361426);sleep.interval=Int(3878);predictive.inference_iterations=Int(1);energy.plasticity_cost_factor=Float(0.03279512479733562);competition.strength=Float(0.1402275359351718);energy.recovery_rate=Float(10.746546496112492);timing.refractory_period=Int(5);working_memory.capacity=Int(4);working_memory.recurrent_strength=Float(0.6564141692608627);learning.ltp_ltd_ratio=Float(2.1059753780965638);predictive.state_learning_rate=Float(0.05166509929384689);timing.stdp_tau_plus=Float(45.438863349947816);curiosity.surprise_threshold=Float(0.012105720027607333);energy.cost_fire_ratio=Float(0.0481568293827951);memory.capture_threshold=Float(0.06948601316415845);homeostasis.meta_threshold=Float(0.05698167487442998);curiosity.scale=Float(0.11775010667921745);network.initial_exc_weight=Float(0.06105239689374631);memory.weight_clamp=Float(1.1539563127220507);timing.stdp_window=Int(43);learning.weight_decay=Float(0.0009033659625433773);energy.max_energy=Float(97.93686721193066);competition.interval=Int(9);learning.istdp_rate=Float(0.003036602494455083);homeostasis.target_firing_rate=Float(0.12024346352327696);network.initial_threshold=Float(0.2870999769743299);memory.tag_decay_rate=Float(0.02082502284478979)"
33,0.586128,2,Completed,"homeostasis.homeo_eta=Float(0.0873136108222682);timing.stdp_tau_minus=Float(13.08763469059198);working_memory.decay_rate=Float(0.0312556522691752);energy.recovery_rate=Float(3.083426589631342);learning.ltp_ltd_ratio=Float(1.447734964417232);curiosity.scale=Float(0.24131203811646254);network.initial_threshold=Float(0.11229618015054059);homeostasis.meta_alpha=Float(0.021231919353416173);memory.dopamine_sensitivity=Float(2.5724249271611743);timing.stdp_tau_plus=Float(28.39003216670594);timing.stdp_window=Int(49);memory.capture_threshold=Float(0.17112337231429373);timing.stp_recovery_tau=Float(133.9857871956159);learning.trace_increment=Float(0.08648368421394464);homeostasis.meta_threshold=Float(0.11046587346598177);network.initial_inh_weight=Float(0.5450901789230039);learning.base_learning_rate=Float(0.03397645453200128);learning.stdp_a_minus=Float(0.046684385564570406);energy.max_energy=Float(97.20463602505731);predictive.state_learning_rate=Float(0.09781828993414954);curiosity.habituation_rate=Float(0.9033477942332039);curiosity.surprise_threshold=Float(0.019102814425505422);predictive.inference_iterations=Int(5);timing.eligibility_trace_tau=Float(160.03042145400087);energy.plasticity_cost_factor=Float(0.0534300982843689);working_memory.recurrent_strength=Float(0.561301386335702);competition.strength=Float(0.2281659314707308);learning.weight_decay=Float(0.00022554202018667526);timing.refractory_period=Int(4);memory.weight_clamp=Float(2.882819942637072);learning.istdp_rate=Float(0.0034895414842268315);energy.cost_fire_ratio=Float(0.06577005507791649);competition.interval=Int(10);stp.use_fraction=Float(0.06397491398127166);homeostasis.target_firing_rate=Float(0.11366889965340236);learning.stdp_a_plus=Float(0.010176192845491736);homeostasis.homeo_interval=Int(10);homeostasis.memory_alpha=Float(0.03945875787862082);memory.consolidation_rate=Float(0.001996396117679867);network.inhibitory_ratio=Float(0.12632269901836354);working_memory.capacity=Int(3);sleep.interval=Int(2419);memory.tag_decay_rate=Float(0.02481874241047044);network.initial_exc_weight=Float(0.07438191218869339)"
34,0.303351,2,Completed,"sleep.interval=Int(5003);curiosity.surprise_threshold=Float(0.042778191397846256);network.initial_exc_weight=Float(0.0393991213127503);network.initial_threshold=Float(0.13934167624435895);energy.plasticity_cost_factor=Float(0.07650798363296966);learning.trace_increment=Float(0.0711209169987405);timing.stdp_tau_minus=Float(22.499580882140336);timing.stp_recovery_tau=Float(165.25861170730985);homeostasis.meta_threshold=Float(0.13592717898681927);energy.cost_fire_ratio=Float(0.07570229158869532);memory.dopamine_sensitivity=Float(5.081133961696442);homeostasis.memory_alpha=Float(0.015397971533331549);competition.strength=Float(0.1458122743400308);network.inhibitory_ratio=Float(0.24716782780531046);energy.recovery_rate=Float(9.996487135299596);predictive.inference_iterations=Int(2);curiosity.scale=Float(0.11035937241519786);timing.refractory_period=Int(1);stp.use_fraction=Float(0.09754836392764663);curiosity.habituation_rate=Float(0.9464474485925044);learning.base_learning_rate=Float(0.04802854832704844);memory.weight_clamp=Float(2.4121396218920452);network.initial_inh_weight=Float(0.2642412887337248);learning.stdp_a_plus=Float(0.03846679472910865);working_memory.decay_rate=Float(0.04941232029684175);memory.capture_threshold=Float(0.05483881280637319);timing.stdp_window=Int(20);working_memory.recurrent_strength=Float(0.5226992202626306);energy.max_energy=Float(105.40461694016228);predictive.state_learning_rate=Float(0.24089304191546818);homeostasis.meta_alpha=Float(0.020204126350629174);homeostasis.homeo_interval=Int(5);learning.ltp_ltd_ratio=Float(2.388143019841086);memory.consolidation_rate=Float(0.0038574844082718447);memory.tag_decay_rate=Float(0.01347961759950957);working_memory.capacity=Int(4);homeostasis.target_firing_rate=Float(0.07995427777756803);learning.weight_decay=Float(0.0008166527256082401);competition.interval=Int(12);timing.eligibility_trace_tau=Float(112.64992370564721);homeostasis.homeo_eta=Float(0.15634157308757807);learning.stdp_a_minus=Float(0.010715924878771401);learning.istdp_rate=Float(0.00040002191825770357);timing.stdp_tau_plus=Float(17.09942907260252)"
35,0.304709,2,Completed,"timing.stdp_window=Int(51);learning.trace_increment=Float(0.06347472664515365);learning.istdp_rate=Float(0.003099703074013745);predictive.inference_iterations=Int(2);timing.refractory_period=Int(1);competition.strength=Float(0.1427296741965063);homeostasis.meta_threshold=Float(0.11076111116231446);network.initial_threshold=Float(0.2638252123640443);curiosity.habituation_rate=Float(0.9372510942607771);learning.stdp_a_minus=Float(0.03501584092667695);timing.eligibility_trace_tau=Float(189.2367625118319);competition.interval=Int(12);working_memory.recurrent_strength=Float(0.5191923846302536);predictive.state_learning_rate=Float(0.11733946883523358);energy.max_energy=Float(77.51493208983796);homeostasis.homeo_eta=Float(0.0574666596174861);energy.cost_fire_ratio=Float(0.061128822367435505);network.initial_exc_weight=Float(0.037917048613987175);working_memory.decay_rate=Float(0.02519885737104315);energy.plasticity_cost_factor=Float(0.08911803889300628);stp.use_fraction=Float(0.13271928540959937);timing.stp_recovery_tau=Float(94.43509767168086);memory.consolidation_rate=Float(0.00504544154544022);learning.base_learning_rate=Float(0.00789075126868923);timing.stdp_tau_plus=Float(44.066469386235454);learning.stdp_a_plus=Float(0.012138516614711499);energy.recovery_rate=Float(7.484077266995813);homeostasis.homeo_interval=Int(8);memory.capture_threshold=Float(0.15398878828948104);network.inhibitory_ratio=Float(0.19513583371768145);homeostasis.meta_alpha=Float(0.022876619546878297);homeostasis.target_firing_rate=Float(0.11247335794439385);learning.weight_decay=Float(0.004033008029936582);homeostasis.memory_alpha=Float(0.03751834786439276);memory.dopamine_sensitivity=Float(2.9032377451432954);learning.ltp_ltd_ratio=Float(1.724360725778239);curiosity.surprise_threshold=Float(0.001989159059475446);network.initial_inh_weight=Float(0.15546547958056103);sleep.interval=Int(674);working_memory.capacity=Int(3);memory.tag_decay_rate=Float(0.0015145227763602798);curiosity.scale=Float(0.20906676473307118);memory.weight_clamp=Float(2.5406542023505674);timing.stdp_tau_minus=Float(9.804326174735168)"
36,0.620896,2,Completed,"memory.weight_clamp=Float(2.2705626602448903);homeostasis.homeo_eta=Float(0.21131829993364362);timing.stp_recovery_tau=Float(95.02487783204413);homeostasis.meta_alpha=Float(0.012312808781236601);homeostasis.meta_threshold=Float(0.12576707053831013);energy.cost_fire_ratio=Float(0.07355545611203541);competition.strength=Float(0.16273233677789856);learning.stdp_a_plus=Float(0.00720806901580842);learning.base_learning_rate=Float(0.03239140168307149);memory.tag_decay_rate=Float(0.013523018159792531);learning.stdp_a_minus=Float(0.019726097032829678);timing.eligibility_trace_tau=Float(89.94478204751964);homeostasis.memory_alpha=Float(0.02430631106470393);memory.consolidation_rate=Float(0.00046882984632831763);stp.use_fraction=Float(0.13986170056505634);timing.stdp_tau_plus=Float(49.82200768073602);working_memory.decay_rate=Float(0.031486081002858955);timing.stdp_window=Int(51);energy.plasticity_cost_factor=Float(0.09150940170313916);learning.weight_decay=Float(0.004503924648157303);network.initial_threshold=Float(0.1469248007160902);timing.stdp_tau_minus=Float(15.487405849967013);network.inhibitory_ratio=Float(0.15853302452213436);memory.capture_threshold=Float(0.05147856201545302);network.initial_exc_weight=Float(0.07780149585050565);homeostasis.target_firing_rate=Float(0.06663469704255337);timing.refractory_period=Int(5);learning.istdp_rate=Float(0.004109568801547767);competition.interval=Int(8);memory.dopamine_sensitivity=Float(4.531752040267865);curiosity.habituation_rate=Float(0.9056071519119682);energy.max_energy=Float(63.01988816424736);predictive.state_learning_rate=Float(0.03397084756613961);learning.ltp_ltd_ratio=Float(1.5872781792625967);working_memory.capacity=Int(3);learning.trace_increment=Float(0.1591115489506888);curiosity.surprise_threshold=Float(0.009233986812465355);energy.recovery_rate=Float(8.958696713661471);curiosity.scale=Float(0.03338863905132484);homeostasis.homeo_interval=Int(9);network.initial_inh_weight=Float(0.7742722206921949);predictive.inference_iterations=Int(4);sleep.interval=Int(1989);working_memory.recurrent_strength=Float(0.5564567342066338)"
37,0.326275,3,Completed,"network.inhibitory_ratio=Float(0.10091213022845615);homeostasis.meta_threshold=Float(0.13194276756419399);competition.strength=Float(0.19296185199473098);network.initial_threshold=Float(0.1893600779793598);memory.capture_threshold=Float(0.05872274750348245);curiosity.scale=Float(0.10900068025779926);network.initial_inh_weight=Float(0.5008351802362211);curiosity.habituation_rate=Float(0.9057615016246591);memory.consolidation_rate=Float(0.0036814314437521234);learning.weight_decay=Float(0.003904389770965649);predictive.state_learning_rate=Float(0.0941468284242197);homeostasis.homeo_interval=Int(6);learning.stdp_a_minus=Float(0.038159413316091385);working_memory.recurrent_strength=Float(0.7127387758606902);homeostasis.homeo_eta=Float(0.23847519477095344);memory.tag_decay_rate=Float(0.005637018311684257);energy.recovery_rate=Float(7.468844895825919);learning.ltp_ltd_ratio=Float(1.966105885795808);energy.cost_fire_ratio=Float(0.06313336300969434);homeostasis.target_firing_rate=Float(0.13511464671816553);working_memory.decay_rate=Float(0.05052364959742959);predictive.inference_iterations=Int(4);learning.trace_increment=Float(0.0926593145338491);timing.stdp_tau_plus=Float(42.16133754052253);timing.stp_recovery_tau=Float(134.31146697474446);timing.eligibility_trace_tau=Float(150.20420771329762);stp.use_fraction=Float(0.08713954497062125);homeostasis.memory_alpha=Float(0.031482252219338494);working_memory.capacity=Int(4);energy.max_energy=Float(103.48348291671917);homeostasis.meta_alpha=Float(0.006359669003486557);learning.base_learning_rate=Float(0.009865342257047386);learning.stdp_a_plus=Float(0.03630491614302269);memory.dopamine_sensitivity=Float(1.966774531166715);competition.interval=Int(8);energy.plasticity_cost_factor=Float(0.019537530848648756);memory.weight_clamp=Float(1.542257263451409);timing.refractory_period=Int(4);timing.stdp_tau_minus=Float(12.210535390118727);curiosity.surprise_threshold=Float(0.045831311558334);sleep.interval=Int(2439);network.initial_exc_weight=Float(0.0749238839850118);timing.stdp_window=Int(26);learning.istdp_rate=Float(0.0018594108606128515)"
