trial,score,duration_ms,status,config
26,0.643550,1774,Completed,"timing.stdp_tau_plus=Float(34.647561028750516);network.initial_inh_weight=Float(0.6667264690545216);timing.refractory_period=Int(8);curiosity.scale=Float(0.1889810136866246);learning.base_learning_rate=Float(0.04885349685299525);timing.stdp_tau_minus=Float(8.372262081450843);network.inhibitory_ratio=Float(0.20840263057230105);homeostasis.target_firing_rate=Float(0.0896103562460305);network.adaptive_threshold_multiplier=Float(1.9476781068247926);curiosity.habituation_rate=Float(0.9456569686254154);learning.ltp_ltd_ratio=Float(1.1869255847267168);homeostasis.memory_alpha=Float(0.036639495110520975);timing.stdp_window=Int(27);learning.stdp_a_plus=Float(0.036863696082696254);homeostasis.meta_threshold=Float(0.12158336993809403);learning.istdp_rate=Float(0.002585015767390145);learning.trace_increment=Float(0.13775756219116914);working_memory.capacity=Int(6);timing.stp_recovery_tau=Float(102.77323904511826);energy.cost_fire_ratio=Float(0.06357402208577236);competition.strength=Float(0.23566395028859005);homeostasis.homeo_eta=Float(0.18468674385796457);memory.dopamine_sensitivity=Float(2.5621656075963206);predictive.state_learning_rate=Float(0.16265706118956608);timing.eligibility_trace_tau=Float(107.34323812819626);homeostasis.homeo_interval=Int(7);memory.weight_clamp=Float(2.7630566427863803);curiosity.surprise_threshold=Float(0.03768768760903918);learning.stdp_a_minus=Float(0.034130507887837135);network.initial_exc_weight=Float(0.058585030862266435);memory.consolidation_rate=Float(0.003100733036827467);energy.recovery_rate=Float(1.2765511442619728);learning.weight_decay=Float(0.0029375028146727718);stp.use_fraction=Float(0.09518346605943132);memory.tag_decay_rate=Float(0.020704342067638493);network.initial_threshold=Float(0.28747695521159955)"
27,0.652722,872,Completed,"working_memory.capacity=Int(4);learning.trace_increment=Float(0.12202259895206025);homeostasis.memory_alpha=Float(0.020550255231920223);memory.consolidation_rate=Float(0.0035564981373857004);homeostasis.meta_threshold=Float(0.14307163909381992);timing.stdp_tau_plus=Float(38.087210845688176);curiosity.habituation_rate=Float(0.9395278900867626);learning.ltp_ltd_ratio=Float(1.990323496514541);timing.stp_recovery_tau=Float(111.56131224975951);curiosity.surprise_threshold=Float(0.013397715985169104);memory.weight_clamp=Float(2.649617004592348);energy.cost_fire_ratio=Float(0.07916044100401);network.inhibitory_ratio=Float(0.2252630026604196);network.initial_threshold=Float(0.27145133525399756);learning.weight_decay=Float(0.00482191432626264);network.initial_inh_weight=Float(0.5456944391703453);memory.tag_decay_rate=Float(0.0157812453053848);curiosity.scale=Float(0.10487175696875707);timing.stdp_tau_minus=Float(14.860729171163571);energy.recovery_rate=Float(5.34841824982977);timing.eligibility_trace_tau=Float(248.08079308087025);stp.use_fraction=Float(0.058496828670263484);homeostasis.target_firing_rate=Float(0.07364359728611158);learning.stdp_a_plus=Float(0.03628939190280842);network.adaptive_threshold_multiplier=Float(1.3243192556137962);learning.istdp_rate=Float(0.004712209235367414);predictive.state_learning_rate=Float(0.20157786509524517);learning.stdp_a_minus=Float(0.009313837708745581);competition.strength=Float(0.16952838778251977);homeostasis.homeo_eta=Float(0.19599586181016543);homeostasis.homeo_interval=Int(5);timing.refractory_period=Int(10);timing.stdp_window=Int(37);learning.base_learning_rate=Float(0.03580627320283239);network.initial_exc_weight=Float(0.06819316445574937);memory.dopamine_sensitivity=Float(4.502925570938486)"
28,0.627856,1497,Completed,"energy.recovery_rate=Float(6.519646083358593);competition.strength=Float(0.16839244497669686);learning.stdp_a_minus=Float(0.024596916742761835);timing.stdp_window=Int(48);memory.weight_clamp=Float(2.774306665587776);learning.trace_increment=Float(0.10383491010960073);network.adaptive_threshold_multiplier=Float(2.7350669684203033);memory.tag_decay_rate=Float(0.0037607182824892734);learning.base_learning_rate=Float(0.03291225223264477);learning.istdp_rate=Float(0.002310851363910095);memory.consolidation_rate=Float(0.004850975422642887);curiosity.surprise_threshold=Float(0.040701963192946736);homeostasis.memory_alpha=Float(0.04844397476023155);homeostasis.meta_threshold=Float(0.11127332455042595);network.inhibitory_ratio=Float(0.23883944636649443);homeostasis.homeo_eta=Float(0.18187140580077457);predictive.state_learning_rate=Float(0.2344329069937656);network.initial_inh_weight=Float(0.5512177824161988);timing.eligibility_trace_tau=Float(128.01256847521583);network.initial_threshold=Float(0.1931488503918864);learning.ltp_ltd_ratio=Float(2.4115126774207485);timing.stp_recovery_tau=Float(156.44553062888923);curiosity.scale=Float(0.09872749168629001);energy.cost_fire_ratio=Float(0.07231794314047273);learning.weight_decay=Float(0.003057237560734441);stp.use_fraction=Float(0.13379018751061295);homeostasis.homeo_interval=Int(1);learning.stdp_a_plus=Float(0.012388301532805967);network.initial_exc_weight=Float(0.0783748985264392);working_memory.capacity=Int(5);timing.stdp_tau_plus=Float(50.97333093894956);homeostasis.target_firing_rate=Float(0.09131298388850712);curiosity.habituation_rate=Float(0.9323326317922521);memory.dopamine_sensitivity=Float(5.437299333614599);timing.refractory_period=Int(5);timing.stdp_tau_minus=Float(20.665833766261542)"
29,0.654183,1588,Completed,"network.initial_threshold=Float(0.2765158773810873);timing.refractory_period=Int(10);homeostasis.homeo_eta=Float(0.0367843071806208);memory.weight_clamp=Float(1.879838043097369);network.adaptive_threshold_multiplier=Float(2.458125296970393);network.initial_exc_weight=Float(0.0726691916125522);homeostasis.meta_threshold=Float(0.12977708576474736);timing.eligibility_trace_tau=Float(250.38743698978504);memory.dopamine_sensitivity=Float(4.91344636536982);learning.ltp_ltd_ratio=Float(1.9057000598184997);network.initial_inh_weight=Float(0.41609172330146926);homeostasis.homeo_interval=Int(5);memory.tag_decay_rate=Float(0.021443669577232486);competition.strength=Float(0.19528131720034436);learning.stdp_a_plus=Float(0.047956386389433496);learning.istdp_rate=Float(0.0006349874261848134);learning.stdp_a_minus=Float(0.03742177040861495);timing.stdp_tau_minus=Float(7.948184562369293);homeostasis.memory_alpha=Float(0.03885471680291339);learning.trace_increment=Float(0.10813119951824918);timing.stdp_window=Int(51);timing.stp_recovery_tau=Float(87.79777687457339);curiosity.scale=Float(0.20818971224552713);energy.cost_fire_ratio=Float(0.07422418331360074);predictive.state_learning_rate=Float(0.06439333570524895);homeostasis.target_firing_rate=Float(0.13738362597939177);curiosity.habituation_rate=Float(0.9386883757032194);network.inhibitory_ratio=Float(0.18409142249359084);learning.base_learning_rate=Float(0.033877496905130686);learning.weight_decay=Float(0.0036386555012615064);energy.recovery_rate=Float(9.537230316674624);timing.stdp_tau_plus=Float(43.01577012124838);working_memory.capacity=Int(6);stp.use_fraction=Float(0.06581320807240279);curiosity.surprise_threshold=Float(0.03666986399345796);memory.consolidation_rate=Float(0.0020865137240585205)"
30,0.638960,1479,Completed,"learning.weight_decay=Float(0.0009985218767306122);homeostasis.meta_threshold=Float(0.07360991360005223);memory.weight_clamp=Float(2.6523059973615);network.adaptive_threshold_multiplier=Float(1.1373811140976338);stp.use_fraction=Float(0.15070211099244238);homeostasis.homeo_interval=Int(8);learning.stdp_a_minus=Float(0.05034095920746703);curiosity.surprise_threshold=Float(0.03686715105917937);memory.dopamine_sensitivity=Float(4.130778426334908);timing.stdp_tau_plus=Float(33.334058714875496);competition.strength=Float(0.28736153035130385);network.initial_threshold=Float(0.2929932360986698);energy.recovery_rate=Float(8.623778421344184);predictive.state_learning_rate=Float(0.1417322544501471);energy.cost_fire_ratio=Float(0.03479448184016963);learning.base_learning_rate=Float(0.035466821838278983);timing.stdp_tau_minus=Float(20.104977019388457);homeostasis.target_firing_rate=Float(0.11259724787962559);curiosity.habituation_rate=Float(0.9280266786667115);learning.ltp_ltd_ratio=Float(1.857545373695331);learning.stdp_a_plus=Float(0.04173048287763505);timing.refractory_period=Int(9);learning.trace_increment=Float(0.13838919523134577);memory.tag_decay_rate=Float(0.01577648066654254);timing.eligibility_trace_tau=Float(131.84535096675282);timing.stp_recovery_tau=Float(98.77691979025884);network.initial_inh_weight=Float(0.31375431479275095);memory.consolidation_rate=Float(0.0014074472115159613);homeostasis.homeo_eta=Float(0.22147996434045022);network.inhibitory_ratio=Float(0.18705628968008242);homeostasis.memory_alpha=Float(0.03651637939305891);learning.istdp_rate=Float(0.0026408224531544425);network.initial_exc_weight=Float(0.05195316105893655);curiosity.scale=Float(0.054339448389210614);timing.stdp_window=Int(54);working_memory.capacity=Int(7)"
31,0.633374,1683,Completed,"memory.consolidation_rate=Float(0.0049294830273672674);timing.eligibility_trace_tau=Float(104.74281385651389);energy.cost_fire_ratio=Float(0.078515656657637);timing.stdp_tau_plus=Float(50.7290842921308);competition.strength=Float(0.26790619077345035);learning.stdp_a_plus=Float(0.04017465387568219);network.initial_exc_weight=Float(0.0290507322989988);learning.stdp_a_minus=Float(0.01787624916105444);network.initial_threshold=Float(0.29105508611329256);homeostasis.homeo_eta=Float(0.18900000506755896);memory.tag_decay_rate=Float(0.01995293783139273);energy.recovery_rate=Float(12.154104587425037);learning.base_learning_rate=Float(0.03134033963045579);learning.istdp_rate=Float(0.001479926271941496);learning.weight_decay=Float(0.0026137904930309836);timing.stp_recovery_tau=Float(78.66371133799285);curiosity.scale=Float(0.20007282485255803);homeostasis.homeo_interval=Int(5);network.adaptive_threshold_multiplier=Float(2.6263737023403806);network.inhibitory_ratio=Float(0.24747880500449773);working_memory.capacity=Int(7);memory.dopamine_sensitivity=Float(2.450519922992801);learning.ltp_ltd_ratio=Float(2.274512472626407);timing.refractory_period=Int(3);memory.weight_clamp=Float(2.8000369765330193);stp.use_fraction=Float(0.1340382212968632);learning.trace_increment=Float(0.16895488991144925);homeostasis.memory_alpha=Float(0.048134061807797765);timing.stdp_tau_minus=Float(26.06771368674648);curiosity.habituation_rate=Float(0.9209288989577743);predictive.state_learning_rate=Float(0.1919391439650066);timing.stdp_window=Int(51);homeostasis.target_firing_rate=Float(0.10447329975070276);homeostasis.meta_threshold=Float(0.14108787748056648);curiosity.surprise_threshold=Float(0.03167401806397224);network.initial_inh_weight=Float(0.32397070010750806)"
32,0.630505,1015,Completed,"curiosity.habituation_rate=Float(0.9413828415568878);stp.use_fraction=Float(0.1360218598009138);timing.stp_recovery_tau=Float(129.6842358726273);learning.base_learning_rate=Float(0.04715314164086086);memory.tag_decay_rate=Float(0.00630232914334683);timing.refractory_period=Int(6);timing.stdp_tau_plus=Float(35.41525593619218);learning.trace_increment=Float(0.1079511114181837);learning.stdp_a_minus=Float(0.03853835212824362);homeostasis.homeo_eta=Float(0.2053965986812014);homeostasis.meta_threshold=Float(0.13466866672613395);timing.eligibility_trace_tau=Float(259.96700097107487);network.inhibitory_ratio=Float(0.22465721080653772);energy.cost_fire_ratio=Float(0.03495207737315261);homeostasis.memory_alpha=Float(0.00965570708728761);network.initial_exc_weight=Float(0.05667835110953971);homeostasis.homeo_interval=Int(9);network.initial_threshold=Float(0.2745444995757529);learning.weight_decay=Float(0.00131197995863901);working_memory.capacity=Int(6);network.adaptive_threshold_multiplier=Float(2.294617082060924);energy.recovery_rate=Float(5.437605175291561);learning.istdp_rate=Float(0.0022254424247018624);memory.consolidation_rate=Float(0.0004965860895338902);learning.ltp_ltd_ratio=Float(1.940005118479022);memory.weight_clamp=Float(2.2891672293863183);timing.stdp_window=Int(31);curiosity.surprise_threshold=Float(0.05016451510814124);timing.stdp_tau_minus=Float(16.309840976332744);network.initial_inh_weight=Float(0.4292231700683997);homeostasis.target_firing_rate=Float(0.0855533273787129);competition.strength=Float(0.17932093378140615);curiosity.scale=Float(0.17609618463229765);memory.dopamine_sensitivity=Float(4.702103160252353);learning.stdp_a_plus=Float(0.04642181069413708);predictive.state_learning_rate=Float(0.1834673682608333)"
33,0.614968,1082,Completed,"homeostasis.memory_alpha=Float(0.05097936556813758);learning.weight_decay=Float(0.0017129930047744405);learning.stdp_a_plus=Float(0.04504288861715302);network.adaptive_threshold_multiplier=Float(1.3846262044703184);timing.eligibility_trace_tau=Float(120.26405062532612);timing.refractory_period=Int(6);memory.dopamine_sensitivity=Float(2.7555480307795914);curiosity.habituation_rate=Float(0.9051009663359963);network.initial_threshold=Float(0.27337288860543);curiosity.surprise_threshold=Float(0.04037590217017008);network.inhibitory_ratio=Float(0.22048411958862194);homeostasis.homeo_eta=Float(0.1954898043245752);timing.stdp_window=Int(52);working_memory.capacity=Int(6);memory.consolidation_rate=Float(0.002597402508905484);learning.ltp_ltd_ratio=Float(1.6175445345271249);energy.recovery_rate=Float(12.879986549699677);memory.tag_decay_rate=Float(0.022036475828857274);timing.stp_recovery_tau=Float(132.59057575664264);learning.trace_increment=Float(0.12225028561014922);homeostasis.homeo_interval=Int(8);predictive.state_learning_rate=Float(0.24468874555423129);network.initial_inh_weight=Float(0.6638941591521478);timing.stdp_tau_minus=Float(20.489906964472006);curiosity.scale=Float(0.2302033386496369);competition.strength=Float(0.17792116228442667);learning.istdp_rate=Float(0.002939494402203591);network.initial_exc_weight=Float(0.05526192161609929);stp.use_fraction=Float(0.129388260976269);timing.stdp_tau_plus=Float(50.20073418975825);homeostasis.meta_threshold=Float(0.14711624043926508);learning.base_learning_rate=Float(0.032417828338085174);energy.cost_fire_ratio=Float(0.07434954887357295);homeostasis.target_firing_rate=Float(0.06157855717734866);learning.stdp_a_minus=Float(0.025590797688716745);memory.weight_clamp=Float(1.9946605770370598)"
34,0.630118,1562,Completed,"working_memory.capacity=Int(6);homeostasis.meta_threshold=Float(0.1262098470763792);homeostasis.target_firing_rate=Float(0.07963718657140555);learning.stdp_a_minus=Float(0.040027655781485996);curiosity.surprise_threshold=Float(0.037444086377146676);learning.trace_increment=Float(0.11816262689376311);learning.ltp_ltd_ratio=Float(1.6287708477184109);memory.tag_decay_rate=Float(0.021562320312848857);timing.stdp_tau_plus=Float(21.15665751536299);timing.refractory_period=Int(3);learning.base_learning_rate=Float(0.017343243969684292);memory.dopamine_sensitivity=Float(1.5708782487946744);timing.stp_recovery_tau=Float(84.4273805465613);memory.consolidation_rate=Float(0.003809437747348435);curiosity.habituation_rate=Float(0.9467057207449585);energy.cost_fire_ratio=Float(0.05204095477751478);energy.recovery_rate=Float(8.760428683776508);learning.stdp_a_plus=Float(0.045430737013097564);learning.istdp_rate=Float(0.003927266144176775);timing.eligibility_trace_tau=Float(113.31772533322632);network.initial_exc_weight=Float(0.06870603331334564);competition.strength=Float(0.2833959809931451);stp.use_fraction=Float(0.08139705275683595);timing.stdp_window=Int(50);homeostasis.memory_alpha=Float(0.03128960807139278);network.initial_threshold=Float(0.23989790681281545);network.initial_inh_weight=Float(0.6379098504637157);memory.weight_clamp=Float(2.9713005828604335);curiosity.scale=Float(0.1005484996830459);predictive.state_learning_rate=Float(0.20468633832984753);network.adaptive_threshold_multiplier=Float(2.550389161112343);homeostasis.homeo_eta=Float(0.09971793457393485);network.inhibitory_ratio=Float(0.18624803665705214);homeostasis.homeo_interval=Int(9);timing.stdp_tau_minus=Float(19.962188124182212);learning.weight_decay=Float(0.004254488837503476)"
35,0.630778,7804,Completed,"learning.stdp_a_minus=Float(0.04359052054318379);homeostasis.homeo_eta=Float(0.12764642773374132);predictive.state_learning_rate=Float(0.17690378493790138);curiosity.habituation_rate=Float(0.9468034562714872);learning.ltp_ltd_ratio=Float(1.1276330333500246);memory.consolidation_rate=Float(0.0031429938539729906);energy.recovery_rate=Float(12.60147682288696);stp.use_fraction=Float(0.16513668324685113);memory.dopamine_sensitivity=Float(2.6541785992808125);timing.refractory_period=Int(1);timing.stdp_tau_minus=Float(27.399173473799408);timing.stdp_window=Int(26);curiosity.surprise_threshold=Float(0.04415553524837726);memory.tag_decay_rate=Float(0.020499426363385153);network.inhibitory_ratio=Float(0.18210123464979727);network.initial_exc_weight=Float(0.05206360178814819);homeostasis.homeo_interval=Int(5);curiosity.scale=Float(0.19070596794614242);timing.stdp_tau_plus=Float(47.38068683011939);working_memory.capacity=Int(5);energy.cost_fire_ratio=Float(0.07740584118464165);network.initial_inh_weight=Float(0.7519676472181378);network.initial_threshold=Float(0.16578155068349595);learning.trace_increment=Float(0.1520902107358189);learning.stdp_a_plus=Float(0.013933279798583425);timing.stp_recovery_tau=Float(158.30989511644233);homeostasis.target_firing_rate=Float(0.10845355361664051);competition.strength=Float(0.23010283963058675);homeostasis.memory_alpha=Float(0.04790481415761281);homeostasis.meta_threshold=Float(0.11101331290812541);learning.base_learning_rate=Float(0.04413334819980277);timing.eligibility_trace_tau=Float(233.58039720532958);learning.istdp_rate=Float(0.0022574050612648496);network.adaptive_threshold_multiplier=Float(1.0722416093508345);learning.weight_decay=Float(0.00432034031378346);memory.weight_clamp=Float(1.4832277056954866)"
36,0.644086,913,Completed,"memory.tag_decay_rate=Float(0.017895978606048968);memory.consolidation_rate=Float(0.00320910797037862);curiosity.surprise_threshold=Float(0.024984405462859297);stp.use_fraction=Float(0.07738453285474901);learning.ltp_ltd_ratio=Float(1.2231654038706714);network.initial_threshold=Float(0.28327141101082587);curiosity.habituation_rate=Float(0.9473596494908816);competition.strength=Float(0.2810572374102327);timing.stdp_tau_plus=Float(36.86185210171664);network.inhibitory_ratio=Float(0.19879867790704564);predictive.state_learning_rate=Float(0.1944514860758678);timing.stp_recovery_tau=Float(126.9096023465762);learning.stdp_a_minus=Float(0.031333017170506766);learning.base_learning_rate=Float(0.010916760113070897);network.adaptive_threshold_multiplier=Float(2.23300754144625);curiosity.scale=Float(0.2353998917656485);energy.cost_fire_ratio=Float(0.06352494817542027);learning.weight_decay=Float(0.0029059754185322617);timing.stdp_tau_minus=Float(24.719364857235774);timing.eligibility_trace_tau=Float(70.69372063751652);homeostasis.homeo_eta=Float(0.2413214329540081);memory.weight_clamp=Float(2.8398452563769756);timing.refractory_period=Int(9);working_memory.capacity=Int(3);network.initial_inh_weight=Float(0.7915192991708216);homeostasis.homeo_interval=Int(7);learning.stdp_a_plus=Float(0.0322909122759688);learning.trace_increment=Float(0.07329764084967264);learning.istdp_rate=Float(0.002808211699199912);network.initial_exc_weight=Float(0.07736639125444143);homeostasis.memory_alpha=Float(0.0385721640145807);homeostasis.meta_threshold=Float(0.16116026490022434);timing.stdp_window=Int(18);energy.recovery_rate=Float(7.105750724232232);homeostasis.target_firing_rate=Float(0.10720771465851173);memory.dopamine_sensitivity=Float(4.606192920963791)"
37,0.631286,1075,Completed,"learning.ltp_ltd_ratio=Float(1.031898928580782);learning.stdp_a_minus=Float(0.01770777769962041);timing.stdp_window=Int(31);timing.stp_recovery_tau=Float(132.37029223990868);curiosity.habituation_rate=Float(0.9258473091022688);homeostasis.meta_threshold=Float(0.1134568957177589);learning.istdp_rate=Float(0.0034553543825529874);network.initial_exc_weight=Float(0.08293185119352581);network.inhibitory_ratio=Float(0.24974510049208654);learning.stdp_a_plus=Float(0.02464247073527483);timing.stdp_tau_plus=Float(48.35303801539192);timing.stdp_tau_minus=Float(7.539232166609548);homeostasis.homeo_interval=Int(8);memory.consolidation_rate=Float(0.0033531937551342867);network.initial_threshold=Float(0.2176805611973816);timing.eligibility_trace_tau=Float(134.85076407316393);homeostasis.target_firing_rate=Float(0.13917340133087092);competition.strength=Float(0.22141840842585508);memory.weight_clamp=Float(2.0902030619536998);timing.refractory_period=Int(6);network.initial_inh_weight=Float(0.7298218261519963);homeostasis.homeo_eta=Float(0.15633374888597376);predictive.state_learning_rate=Float(0.1818469375585781);curiosity.surprise_threshold=Float(0.038455678039336506);energy.cost_fire_ratio=Float(0.06726425033930322);learning.weight_decay=Float(0.001386980258197752);energy.recovery_rate=Float(8.824768569279641);stp.use_fraction=Float(0.11425378566241214);memory.tag_decay_rate=Float(0.01784645264545606);memory.dopamine_sensitivity=Float(4.465962522073175);working_memory.capacity=Int(4);learning.base_learning_rate=Float(0.03503345291876082);homeostasis.memory_alpha=Float(0.01339984551616941);network.adaptive_threshold_multiplier=Float(2.517713075391416);learning.trace_increment=Float(0.14850457278045465);curiosity.scale=Float(0.23723712373460576)"
38,0.657376,1221,Completed,"stp.use_fraction=Float(0.082424463781627);learning.stdp_a_minus=Float(0.02931687530067677);learning.stdp_a_plus=Float(0.03361328226412025);curiosity.scale=Float(0.08168122967744275);network.adaptive_threshold_multiplier=Float(2.547611799684263);network.initial_inh_weight=Float(0.6563407473164472);homeostasis.target_firing_rate=Float(0.13778829598515022);timing.refractory_period=Int(6);learning.ltp_ltd_ratio=Float(2.2510286137114814);timing.eligibility_trace_tau=Float(209.7485874685805);energy.cost_fire_ratio=Float(0.03201894551562586);learning.trace_increment=Float(0.1442450835938205);energy.recovery_rate=Float(5.227903424815252);homeostasis.homeo_eta=Float(0.1319697301979106);homeostasis.meta_threshold=Float(0.09360369250495074);curiosity.surprise_threshold=Float(0.035571730343990894);timing.stp_recovery_tau=Float(136.8546500189357);working_memory.capacity=Int(5);timing.stdp_window=Int(50);memory.consolidation_rate=Float(0.0033542223810344523);memory.dopamine_sensitivity=Float(1.4053377670714022);learning.istdp_rate=Float(0.003650002201122698);network.initial_threshold=Float(0.20248368990199728);homeostasis.homeo_interval=Int(7);memory.tag_decay_rate=Float(0.0076961129379216845);network.inhibitory_ratio=Float(0.2158161879088302);learning.weight_decay=Float(0.001319330479837798);predictive.state_learning_rate=Float(0.2463821945703547);network.initial_exc_weight=Float(0.06989291323346387);timing.stdp_tau_plus=Float(45.01204196247552);timing.stdp_tau_minus=Float(16.929853958294228);learning.base_learning_rate=Float(0.05036480670267828);competition.strength=Float(0.2917358696907144);memory.weight_clamp=Float(1.7839806854687588);curiosity.habituation_rate=Float(0.9394069877614749);homeostasis.memory_alpha=Float(0.025407623197046952)"
39,0.626967,828,Completed,"memory.tag_decay_rate=Float(0.008602634945791828);timing.stdp_tau_plus=Float(34.69027248320409);homeostasis.memory_alpha=Float(0.039287915080619955);stp.use_fraction=Float(0.07730119910028325);timing.refractory_period=Int(8);homeostasis.target_firing_rate=Float(0.1224952707189357);learning.base_learning_rate=Float(0.027730962516677327);curiosity.scale=Float(0.1044514493375205);memory.dopamine_sensitivity=Float(4.516944368955899);network.initial_inh_weight=Float(0.6875895866629642);predictive.state_learning_rate=Float(0.08510961499649788);network.inhibitory_ratio=Float(0.22516533791207835);network.initial_exc_weight=Float(0.08322582523180773);learning.ltp_ltd_ratio=Float(2.383679281311035);memory.consolidation_rate=Float(0.0030671375055720883);network.initial_threshold=Float(0.26674918284796856);working_memory.capacity=Int(5);energy.cost_fire_ratio=Float(0.01553937778471489);homeostasis.meta_threshold=Float(0.1630707413803485);timing.stdp_tau_minus=Float(16.519068220285483);learning.weight_decay=Float(0.003958683657296627);competition.strength=Float(0.2916783843635764);learning.trace_increment=Float(0.14287792853845235);learning.stdp_a_plus=Float(0.02163216546192583);curiosity.surprise_threshold=Float(0.041127300489025034);timing.eligibility_trace_tau=Float(156.57869012946696);timing.stdp_window=Int(20);curiosity.habituation_rate=Float(0.9081037746821772);memory.weight_clamp=Float(2.4801348348800407);energy.recovery_rate=Float(6.732372745343571);learning.istdp_rate=Float(0.004977827856894077);learning.stdp_a_minus=Float(0.04046283278438794);network.adaptive_threshold_multiplier=Float(2.4822436072822294);timing.stp_recovery_tau=Float(130.11003294496564);homeostasis.homeo_eta=Float(0.08772841284231478);homeostasis.homeo_interval=Int(10)"
40,0.639727,4307,Completed,"learning.ltp_ltd_ratio=Float(2.4463140662867375);network.initial_exc_weight=Float(0.0670685437803782);network.initial_threshold=Float(0.27169421756912354);predictive.state_learning_rate=Float(0.20434118917080138);timing.stdp_tau_minus=Float(16.07610369591883);homeostasis.target_firing_rate=Float(0.09485755611789821);stp.use_fraction=Float(0.17355968504528507);learning.istdp_rate=Float(0.002182711654781064);memory.tag_decay_rate=Float(0.01724016775452536);competition.strength=Float(0.18763495722963358);timing.stdp_window=Int(47);network.adaptive_threshold_multiplier=Float(2.3721523120468837);timing.stdp_tau_plus=Float(49.9807406216815);learning.stdp_a_plus=Float(0.011484332172545682);memory.consolidation_rate=Float(0.0020355519346509946);learning.base_learning_rate=Float(0.04087426131588273);energy.cost_fire_ratio=Float(0.04046265167427776);homeostasis.homeo_eta=Float(0.09514241116008311);learning.stdp_a_minus=Float(0.019819013931047874);curiosity.surprise_threshold=Float(0.024601158746425336);timing.refractory_period=Int(2);timing.stp_recovery_tau=Float(80.11396097254799);memory.dopamine_sensitivity=Float(4.441974787144451);homeostasis.meta_threshold=Float(0.14531167372952022);energy.recovery_rate=Float(5.43013264155717);homeostasis.homeo_interval=Int(8);curiosity.habituation_rate=Float(0.9272285154113147);learning.trace_increment=Float(0.12213557559813736);homeostasis.memory_alpha=Float(0.030463161344049305);working_memory.capacity=Int(3);learning.weight_decay=Float(0.004058394432114063);network.initial_inh_weight=Float(0.7453148806573159);curiosity.scale=Float(0.22740333833671253);timing.eligibility_trace_tau=Float(172.1953997090914);memory.weight_clamp=Float(2.5363900599853113);network.inhibitory_ratio=Float(0.2369302539008042)"
