trial,score,duration_ms,status,config
172,0.651225,1008,Completed,"energy.plasticity_cost_factor=Float(0.09135744358910187);memory.consolidation_rate=Float(0.0015918149139713068);curiosity.surprise_threshold=Float(0.004379098940030462);learning.istdp_rate=Float(0.004392537573723249);timing.stdp_tau_minus=Float(21.31672473655006);homeostasis.meta_alpha=Float(0.01718651252849645);competition.interval=Int(11);memory.dopamine_sensitivity=Float(2.250294352707056);predictive.state_learning_rate=Float(0.1972929562202871);learning.base_learning_rate=Float(0.03360578312412971);learning.weight_decay=Float(0.003365534771670479);sleep.interval=Int(4076);homeostasis.meta_threshold=Float(0.07951431065553667);sleep.replay_noise=Float(0.06666205955591566);stp.use_fraction=Float(0.06390184939696962);timing.stdp_tau_plus=Float(50.65502326252289);working_memory.capacity=Int(5);working_memory.decay_rate=Float(0.007362362573007672);working_memory.recurrent_strength=Float(0.5103212896991338);energy.cost_fire_ratio=Float(0.0745422893680032);curiosity.scale=Float(0.17981832907065246);timing.stdp_window=Int(45);homeostasis.homeo_interval=Int(6);curiosity.habituation_rate=Float(0.9014727082225663);network.adaptive_threshold_multiplier=Float(1.445022552610613);predictive.inference_iterations=Int(2);learning.ltp_ltd_ratio=Float(1.0560849332381237);memory.capture_threshold=Float(0.09682036274970052);learning.stdp_a_minus=Float(0.040393346379602645);network.initial_inh_weight=Float(0.288118890716722);homeostasis.target_firing_rate=Float(0.11051444438298103);competition.strength=Float(0.12592310133062376);learning.stdp_a_plus=Float(0.05031537003659536);memory.weight_clamp=Float(2.977441892488264);timing.eligibility_trace_tau=Float(156.6476509805414);homeostasis.memory_alpha=Float(0.01397790388296775);network.inhibitory_ratio=Float(0.11127064018772698);network.initial_threshold=Float(0.1542912695683286);learning.trace_increment=Float(0.1384794806103407);homeostasis.homeo_eta=Float(0.11878076136083825);memory.tag_decay_rate=Float(0.003027103269479029);timing.stp_recovery_tau=Float(77.94879431090057);network.initial_exc_weight=Float(0.077802658231883);timing.refractory_period=Int(4);energy.max_energy=Float(102.39322069156756);energy.recovery_rate=Float(2.8680738047389482)"
173,0.625873,759,Completed,"homeostasis.target_firing_rate=Float(0.08603332585562795);predictive.state_learning_rate=Float(0.08234798922025317);memory.capture_threshold=Float(0.10866353814691854);predictive.inference_iterations=Int(4);homeostasis.memory_alpha=Float(0.010175065270200154);competition.strength=Float(0.2766197044813586);energy.cost_fire_ratio=Float(0.03556717279031108);homeostasis.meta_alpha=Float(0.01572579865081371);timing.stdp_tau_minus=Float(16.409381776212104);timing.stdp_window=Int(35);working_memory.capacity=Int(6);network.initial_threshold=Float(0.26660763420318434);working_memory.decay_rate=Float(0.040841477238769054);learning.trace_increment=Float(0.13311308945601646);network.inhibitory_ratio=Float(0.188114438529153);homeostasis.meta_threshold=Float(0.08395217005953942);energy.max_energy=Float(112.80364910205911);learning.weight_decay=Float(0.003734167490136849);memory.weight_clamp=Float(1.4831557777903872);competition.interval=Int(9);network.adaptive_threshold_multiplier=Float(1.4187094954351684);timing.stp_recovery_tau=Float(142.11479764015291);learning.istdp_rate=Float(0.0026373840659245345);stp.use_fraction=Float(0.09538018478671559);learning.stdp_a_plus=Float(0.020680533612072595);memory.consolidation_rate=Float(0.0022966041458297067);working_memory.recurrent_strength=Float(0.6215367075338812);energy.plasticity_cost_factor=Float(0.08584462845135588);curiosity.scale=Float(0.14485760788546356);energy.recovery_rate=Float(11.334586417846053);homeostasis.homeo_interval=Int(1);learning.base_learning_rate=Float(0.00603785869154098);curiosity.habituation_rate=Float(0.945349595879286);learning.ltp_ltd_ratio=Float(2.3610591698347263);learning.stdp_a_minus=Float(0.022998229634482004);memory.dopamine_sensitivity=Float(3.606080815802813);timing.refractory_period=Int(7);timing.eligibility_trace_tau=Float(115.48313375457263);sleep.replay_noise=Float(0.018102311943215856);memory.tag_decay_rate=Float(0.011305135799410088);sleep.interval=Int(1608);network.initial_inh_weight=Float(0.751121477841195);timing.stdp_tau_plus=Float(39.17835273062306);curiosity.surprise_threshold=Float(0.04237290176594931);homeostasis.homeo_eta=Float(0.1044663131643241);network.initial_exc_weight=Float(0.07845488530547705)"
174,0.645407,1013,Completed,"working_memory.capacity=Int(4);energy.recovery_rate=Float(8.992186322806447);curiosity.surprise_threshold=Float(0.006766432161854215);memory.capture_threshold=Float(0.11465742261257429);timing.refractory_period=Int(5);learning.ltp_ltd_ratio=Float(1.5293940327897189);network.initial_exc_weight=Float(0.03177237593842959);energy.plasticity_cost_factor=Float(0.014370653225195281);predictive.inference_iterations=Int(4);memory.consolidation_rate=Float(0.0014523049463639748);sleep.replay_noise=Float(0.04313242685588366);learning.trace_increment=Float(0.13189347149615488);memory.dopamine_sensitivity=Float(4.295187168823366);network.initial_threshold=Float(0.10042188819507647);timing.stdp_window=Int(28);working_memory.decay_rate=Float(0.042378563838400544);timing.stp_recovery_tau=Float(68.30709336053279);curiosity.scale=Float(0.2007151295013528);energy.max_energy=Float(59.39023687024373);learning.stdp_a_plus=Float(0.03623831325332595);memory.weight_clamp=Float(2.22989577735539);homeostasis.homeo_eta=Float(0.013538550935578195);competition.interval=Int(12);homeostasis.meta_alpha=Float(0.022131159677666417);homeostasis.meta_threshold=Float(0.07822794713504332);learning.base_learning_rate=Float(0.02996474137412495);sleep.interval=Int(1322);timing.eligibility_trace_tau=Float(60.55794602971476);learning.weight_decay=Float(0.003957606592189429);memory.tag_decay_rate=Float(0.0050468892944154535);stp.use_fraction=Float(0.08875542159396117);homeostasis.homeo_interval=Int(2);timing.stdp_tau_plus=Float(17.46454506820639);timing.stdp_tau_minus=Float(19.109085269530556);competition.strength=Float(0.14213296995547903);homeostasis.memory_alpha=Float(0.0062207352524205894);curiosity.habituation_rate=Float(0.926870075079815);network.initial_inh_weight=Float(0.4911351609023137);network.adaptive_threshold_multiplier=Float(2.231172476716147);network.inhibitory_ratio=Float(0.14410996319356142);working_memory.recurrent_strength=Float(0.5952391184273267);predictive.state_learning_rate=Float(0.14417461125044492);learning.istdp_rate=Float(0.0026170327310490035);energy.cost_fire_ratio=Float(0.04498174575971946);learning.stdp_a_minus=Float(0.0018315674466620126);homeostasis.target_firing_rate=Float(0.11220630198302826)"
175,0.627979,1014,Completed,"energy.cost_fire_ratio=Float(0.019714453134153608);predictive.inference_iterations=Int(5);homeostasis.meta_threshold=Float(0.16697510341577584);learning.trace_increment=Float(0.06266247837633418);network.adaptive_threshold_multiplier=Float(1.7887239894570606);network.initial_exc_weight=Float(0.042130230234966204);network.initial_threshold=Float(0.2598982843011381);timing.stdp_window=Int(26);timing.stp_recovery_tau=Float(162.48172228515187);predictive.state_learning_rate=Float(0.243092904596844);homeostasis.meta_alpha=Float(0.014512267491899496);homeostasis.memory_alpha=Float(0.04034027140479075);energy.plasticity_cost_factor=Float(0.06112421244641865);sleep.interval=Int(785);curiosity.habituation_rate=Float(0.9246076493688411);memory.weight_clamp=Float(2.8532414282330407);timing.stdp_tau_minus=Float(23.029263445183);timing.refractory_period=Int(1);competition.strength=Float(0.2928799889499508);homeostasis.homeo_interval=Int(3);homeostasis.target_firing_rate=Float(0.13661733412337893);learning.stdp_a_plus=Float(0.04248267675225685);memory.dopamine_sensitivity=Float(3.1250814004161116);curiosity.scale=Float(0.10731422135311043);memory.tag_decay_rate=Float(0.004121987161022142);stp.use_fraction=Float(0.09855903175160266);learning.ltp_ltd_ratio=Float(2.0940626526936104);working_memory.capacity=Int(6);learning.istdp_rate=Float(0.0012085282261270398);timing.eligibility_trace_tau=Float(150.168007426003);curiosity.surprise_threshold=Float(0.0055257086601401);energy.recovery_rate=Float(1.5249593724787607);network.inhibitory_ratio=Float(0.14850156154681501);memory.capture_threshold=Float(0.06057311235009067);network.initial_inh_weight=Float(0.7804955340643636);sleep.replay_noise=Float(0.06809253572441928);learning.weight_decay=Float(0.0030527990152926184);memory.consolidation_rate=Float(0.0039652862761321685);timing.stdp_tau_plus=Float(50.4145965423469);homeostasis.homeo_eta=Float(0.04947678758052103);working_memory.decay_rate=Float(0.009727801200870379);learning.stdp_a_minus=Float(0.026131894434134457);working_memory.recurrent_strength=Float(0.5348730173275976);competition.interval=Int(12);energy.max_energy=Float(118.41735108020188);learning.base_learning_rate=Float(0.02098654708591908)"
176,0.641944,672,Completed,"competition.strength=Float(0.1040408700713983);homeostasis.homeo_eta=Float(0.20239530894262608);network.adaptive_threshold_multiplier=Float(2.1185266676169183);homeostasis.memory_alpha=Float(0.037926046576566536);stp.use_fraction=Float(0.0775394155824416);working_memory.decay_rate=Float(0.009698896937700662);predictive.state_learning_rate=Float(0.05944914340960075);sleep.interval=Int(4673);memory.weight_clamp=Float(1.287511744603401);learning.stdp_a_minus=Float(0.001400569658586888);memory.dopamine_sensitivity=Float(3.0723067168314726);timing.stdp_window=Int(19);energy.plasticity_cost_factor=Float(0.07138617603373391);timing.stdp_tau_plus=Float(40.11630986587059);learning.weight_decay=Float(0.0037931315055962497);timing.refractory_period=Int(6);energy.max_energy=Float(91.30937128591104);homeostasis.homeo_interval=Int(1);curiosity.surprise_threshold=Float(0.02484201137624728);network.initial_exc_weight=Float(0.06398751323669859);homeostasis.meta_alpha=Float(0.01762429584903277);curiosity.habituation_rate=Float(0.9157005883093692);network.initial_inh_weight=Float(0.7811885377115543);competition.interval=Int(7);homeostasis.meta_threshold=Float(0.17057320083737681);learning.base_learning_rate=Float(0.013008873847548123);learning.stdp_a_plus=Float(0.0017609629211390772);network.inhibitory_ratio=Float(0.19948350978071883);learning.istdp_rate=Float(0.004434608662089941);network.initial_threshold=Float(0.29941404298865565);sleep.replay_noise=Float(0.01775130844622648);energy.recovery_rate=Float(12.32591847594034);timing.stdp_tau_minus=Float(13.707709541476264);learning.trace_increment=Float(0.14808850540967855);timing.eligibility_trace_tau=Float(222.53858894634493);predictive.inference_iterations=Int(4);curiosity.scale=Float(0.06223749190155359);working_memory.recurrent_strength=Float(0.6179703542073188);learning.ltp_ltd_ratio=Float(2.3165107472605326);memory.consolidation_rate=Float(0.0021049748152971674);memory.capture_threshold=Float(0.11868203282791237);working_memory.capacity=Int(3);timing.stp_recovery_tau=Float(91.14569002789112);energy.cost_fire_ratio=Float(0.04543269323544406);homeostasis.target_firing_rate=Float(0.11022196693351072);memory.tag_decay_rate=Float(0.012628087004792898)"
177,0.630549,792,Completed,"learning.weight_decay=Float(0.0014001341529819495);competition.strength=Float(0.18415889062084234);stp.use_fraction=Float(0.15222448463370664);homeostasis.homeo_eta=Float(0.04685202766136547);competition.interval=Int(8);energy.cost_fire_ratio=Float(0.036927471423271914);timing.stdp_tau_minus=Float(14.277693070303112);memory.dopamine_sensitivity=Float(3.216276228245412);energy.max_energy=Float(95.31014615094992);homeostasis.target_firing_rate=Float(0.09422156902594062);curiosity.scale=Float(0.2127563077799874);network.initial_exc_weight=Float(0.042461011261320916);memory.consolidation_rate=Float(0.0004409243390292219);network.initial_inh_weight=Float(0.3862229222166871);sleep.interval=Int(2361);energy.recovery_rate=Float(11.642842781414009);learning.stdp_a_minus=Float(0.040385573402835426);homeostasis.meta_alpha=Float(0.0017621299672783656);network.inhibitory_ratio=Float(0.2162734524384778);timing.stp_recovery_tau=Float(76.91980760472822);predictive.inference_iterations=Int(1);learning.ltp_ltd_ratio=Float(2.3255364190148042);learning.stdp_a_plus=Float(0.014393284254333304);homeostasis.homeo_interval=Int(4);memory.capture_threshold=Float(0.09417212168783232);learning.istdp_rate=Float(0.0019149192233371827);network.initial_threshold=Float(0.12085068151840259);homeostasis.memory_alpha=Float(0.02369081902869298);curiosity.surprise_threshold=Float(0.0023459620406725357);energy.plasticity_cost_factor=Float(0.06293516047367248);learning.base_learning_rate=Float(0.012415152496522096);memory.weight_clamp=Float(2.2609027831956983);predictive.state_learning_rate=Float(0.014359712650617518);memory.tag_decay_rate=Float(0.001616167393423656);timing.refractory_period=Int(4);working_memory.recurrent_strength=Float(0.7023497709660673);homeostasis.meta_threshold=Float(0.0955099204661115);learning.trace_increment=Float(0.06752966008324401);network.adaptive_threshold_multiplier=Float(2.2008859490046477);timing.stdp_tau_plus=Float(14.315805734208741);timing.eligibility_trace_tau=Float(104.23559063445674);working_memory.capacity=Int(7);curiosity.habituation_rate=Float(0.9484108212395597);timing.stdp_window=Int(49);sleep.replay_noise=Float(0.012203681371687838);working_memory.decay_rate=Float(0.017738969029797932)"
178,0.650608,808,Completed,"network.inhibitory_ratio=Float(0.1975879169529276);memory.dopamine_sensitivity=Float(4.859049169546703);learning.ltp_ltd_ratio=Float(1.7712603706799588);learning.istdp_rate=Float(0.0007801088556368158);memory.weight_clamp=Float(1.3259175448505947);learning.stdp_a_minus=Float(0.019556613550883863);timing.stp_recovery_tau=Float(124.4399067653436);learning.stdp_a_plus=Float(0.023977728871157795);memory.capture_threshold=Float(0.07015246556144032);network.adaptive_threshold_multiplier=Float(2.510771805539441);homeostasis.meta_threshold=Float(0.130215306854857);timing.stdp_tau_plus=Float(11.810916655652903);network.initial_threshold=Float(0.1922392996242827);learning.base_learning_rate=Float(0.02621452677906829);energy.max_energy=Float(53.66817280968376);memory.tag_decay_rate=Float(0.019599855038477075);timing.stdp_tau_minus=Float(9.433849784413784);homeostasis.target_firing_rate=Float(0.1209720262957206);working_memory.decay_rate=Float(0.009676925404853404);curiosity.habituation_rate=Float(0.9273708803393811);network.initial_inh_weight=Float(0.23562819909668253);energy.plasticity_cost_factor=Float(0.010155527265778633);predictive.inference_iterations=Int(3);predictive.state_learning_rate=Float(0.1941046567573456);homeostasis.homeo_interval=Int(9);competition.strength=Float(0.11425463203672662);curiosity.surprise_threshold=Float(0.02926624345692486);learning.weight_decay=Float(0.0006823943581088434);timing.refractory_period=Int(9);working_memory.recurrent_strength=Float(0.6185881185970707);stp.use_fraction=Float(0.11405349176238605);homeostasis.meta_alpha=Float(0.014694386305914818);energy.cost_fire_ratio=Float(0.0392916552790654);homeostasis.homeo_eta=Float(0.2545661846372686);memory.consolidation_rate=Float(0.00036553730952216715);sleep.replay_noise=Float(0.027537812191885384);energy.recovery_rate=Float(12.95711619685337);network.initial_exc_weight=Float(0.029343555639345098);homeostasis.memory_alpha=Float(0.04564538848484992);sleep.interval=Int(1161);timing.eligibility_trace_tau=Float(223.40217873533305);timing.stdp_window=Int(34);learning.trace_increment=Float(0.13574686213064635);competition.interval=Int(10);working_memory.capacity=Int(6);curiosity.scale=Float(0.19654700773920564)"
179,0.620862,763,Completed,"homeostasis.homeo_interval=Int(6);learning.stdp_a_minus=Float(0.043837924141631915);predictive.state_learning_rate=Float(0.22044107668344887);network.initial_threshold=Float(0.21232095065347875);timing.stp_recovery_tau=Float(122.08649059107678);timing.eligibility_trace_tau=Float(110.9928191432247);working_memory.capacity=Int(6);homeostasis.meta_alpha=Float(0.005286913064375266);working_memory.decay_rate=Float(0.04565008888618324);timing.stdp_tau_plus=Float(28.585726576527982);timing.stdp_window=Int(41);learning.stdp_a_plus=Float(0.040799155702069205);sleep.replay_noise=Float(0.09849508080596454);network.initial_exc_weight=Float(0.04336687214285295);learning.trace_increment=Float(0.16930005231855905);memory.tag_decay_rate=Float(0.02414926801881503);network.adaptive_threshold_multiplier=Float(2.082388333064129);network.inhibitory_ratio=Float(0.1965609315309117);homeostasis.homeo_eta=Float(0.2508530060692814);competition.strength=Float(0.24207083707257893);curiosity.surprise_threshold=Float(0.04246659393572868);curiosity.scale=Float(0.12702115730313146);energy.cost_fire_ratio=Float(0.06194745971168099);energy.plasticity_cost_factor=Float(0.0844152436299285);memory.capture_threshold=Float(0.15051576178532927);memory.consolidation_rate=Float(0.0035888056400205956);memory.weight_clamp=Float(1.4747069516393139);sleep.interval=Int(4046);predictive.inference_iterations=Int(4);stp.use_fraction=Float(0.05318227766621446);homeostasis.memory_alpha=Float(0.0441284251618498);homeostasis.meta_threshold=Float(0.11629895205057668);timing.stdp_tau_minus=Float(26.01300198724796);learning.base_learning_rate=Float(0.0468111933827892);competition.interval=Int(9);energy.recovery_rate=Float(8.968336332582016);energy.max_energy=Float(94.79725966108899);learning.istdp_rate=Float(0.004930088197423632);learning.weight_decay=Float(0.004574730620674028);homeostasis.target_firing_rate=Float(0.09673504698247068);memory.dopamine_sensitivity=Float(4.90582183420328);network.initial_inh_weight=Float(0.41195699896476157);working_memory.recurrent_strength=Float(0.6456121503830916);timing.refractory_period=Int(9);curiosity.habituation_rate=Float(0.9150334313570134);learning.ltp_ltd_ratio=Float(1.9159005523929142)"
180,0.639992,675,Completed,"energy.cost_fire_ratio=Float(0.055581581542636635);learning.ltp_ltd_ratio=Float(2.4552997884935);homeostasis.memory_alpha=Float(0.02867140184824155);predictive.state_learning_rate=Float(0.10624887919897419);homeostasis.meta_threshold=Float(0.1189400513816951);energy.plasticity_cost_factor=Float(0.06968512586077795);sleep.replay_noise=Float(0.061513854761494756);timing.stdp_window=Int(19);network.initial_inh_weight=Float(0.13460441260472975);working_memory.decay_rate=Float(0.0450235668348669);learning.stdp_a_plus=Float(0.0348013572110332);working_memory.recurrent_strength=Float(0.587606085077302);network.initial_threshold=Float(0.14741739883260277);homeostasis.meta_alpha=Float(0.004388928609990732);timing.eligibility_trace_tau=Float(82.02781476593293);stp.use_fraction=Float(0.17170472546054627);sleep.interval=Int(2926);network.adaptive_threshold_multiplier=Float(2.6654464385158954);learning.base_learning_rate=Float(0.018108027997219014);predictive.inference_iterations=Int(1);homeostasis.target_firing_rate=Float(0.11425912199175431);curiosity.surprise_threshold=Float(0.011227718622709559);timing.refractory_period=Int(5);competition.strength=Float(0.16138004829673563);curiosity.scale=Float(0.18647691151045193);learning.stdp_a_minus=Float(0.010763268076526764);learning.istdp_rate=Float(0.0038819571111076414);timing.stdp_tau_minus=Float(11.4067840288409);memory.dopamine_sensitivity=Float(3.054455077753974);energy.recovery_rate=Float(9.37957636834578);learning.trace_increment=Float(0.07968159312840589);memory.weight_clamp=Float(1.8593578927357117);working_memory.capacity=Int(7);memory.consolidation_rate=Float(0.003474908017989925);network.inhibitory_ratio=Float(0.1368814826097529);memory.tag_decay_rate=Float(0.021595652157812298);homeostasis.homeo_eta=Float(0.025353117034619933);curiosity.habituation_rate=Float(0.9289176713677397);competition.interval=Int(12);energy.max_energy=Float(113.94980475631306);homeostasis.homeo_interval=Int(2);learning.weight_decay=Float(0.003404460069184299);memory.capture_threshold=Float(0.07897236031223376);timing.stp_recovery_tau=Float(111.10558951299302);network.initial_exc_weight=Float(0.08187479755652016);timing.stdp_tau_plus=Float(29.67406523872029)"
181,0.652422,796,Completed,"timing.stdp_tau_minus=Float(24.690642254355048);curiosity.scale=Float(0.09316743897115053);homeostasis.homeo_interval=Int(8);network.initial_exc_weight=Float(0.03168465475125347);timing.stdp_window=Int(16);energy.cost_fire_ratio=Float(0.010569142894951892);stp.use_fraction=Float(0.14406259931718526);memory.dopamine_sensitivity=Float(2.696789852272903);memory.tag_decay_rate=Float(0.020600234528677597);predictive.state_learning_rate=Float(0.1596041374932053);timing.stdp_tau_plus=Float(53.57629102970853);memory.consolidation_rate=Float(0.0020857874250239197);predictive.inference_iterations=Int(3);curiosity.surprise_threshold=Float(0.011657007212903584);learning.istdp_rate=Float(0.004815051548093337);competition.interval=Int(10);learning.stdp_a_minus=Float(0.018054623740505107);network.inhibitory_ratio=Float(0.20892651516686347);curiosity.habituation_rate=Float(0.932383954267107);memory.capture_threshold=Float(0.1251340478484365);learning.trace_increment=Float(0.09429180804739981);learning.stdp_a_plus=Float(0.015474989310716045);network.adaptive_threshold_multiplier=Float(2.3403422738985022);sleep.interval=Int(942);learning.weight_decay=Float(0.0023844923102167652);sleep.replay_noise=Float(0.031164082305311244);homeostasis.memory_alpha=Float(0.010284695552029809);competition.strength=Float(0.15554910201010042);energy.max_energy=Float(87.79949141615057);learning.base_learning_rate=Float(0.0286480166187156);energy.recovery_rate=Float(8.256364876231263);timing.refractory_period=Int(4);working_memory.capacity=Int(3);working_memory.decay_rate=Float(0.043281487054955554);timing.stp_recovery_tau=Float(142.64278262682325);learning.ltp_ltd_ratio=Float(2.283095438797748);working_memory.recurrent_strength=Float(0.6330670064042944);homeostasis.meta_threshold=Float(0.06725212426792182);timing.eligibility_trace_tau=Float(239.62551671770063);homeostasis.target_firing_rate=Float(0.06183750826675387);homeostasis.homeo_eta=Float(0.03553253269650334);homeostasis.meta_alpha=Float(0.01580743172085086);memory.weight_clamp=Float(1.4640483298488074);network.initial_inh_weight=Float(0.11138961348016505);network.initial_threshold=Float(0.1995863226474231);energy.plasticity_cost_factor=Float(0.08336944023225676)"
182,0.668226,697,Completed,"timing.stdp_window=Int(51);learning.trace_increment=Float(0.11759857015395504);energy.cost_fire_ratio=Float(0.04984814673192989);memory.capture_threshold=Float(0.08866927553635773);homeostasis.meta_threshold=Float(0.11952885941591321);sleep.replay_noise=Float(0.022998181633418);curiosity.surprise_threshold=Float(0.007639932317109762);stp.use_fraction=Float(0.08528830462258502);working_memory.capacity=Int(6);learning.stdp_a_minus=Float(0.007826572710374971);network.initial_exc_weight=Float(0.056566182078459815);predictive.inference_iterations=Int(1);network.inhibitory_ratio=Float(0.242575610625226);memory.tag_decay_rate=Float(0.00353447889362799);competition.strength=Float(0.16843577960236833);homeostasis.memory_alpha=Float(0.023999213053379025);energy.max_energy=Float(82.43358420031927);energy.recovery_rate=Float(11.3260422689668);learning.base_learning_rate=Float(0.03505741216150518);homeostasis.homeo_eta=Float(0.06341617368706878);homeostasis.homeo_interval=Int(9);learning.ltp_ltd_ratio=Float(2.1582276372141735);memory.dopamine_sensitivity=Float(1.8896271800365363);network.adaptive_threshold_multiplier=Float(1.6014832580931213);network.initial_inh_weight=Float(0.13320556954322513);memory.weight_clamp=Float(2.1796590735157158);predictive.state_learning_rate=Float(0.20911473741035785);sleep.interval=Int(1770);energy.plasticity_cost_factor=Float(0.06291491883874753);homeostasis.meta_alpha=Float(0.014613878464702024);homeostasis.target_firing_rate=Float(0.053079879913264856);curiosity.habituation_rate=Float(0.9188678421862115);memory.consolidation_rate=Float(0.0011783530383786078);competition.interval=Int(11);timing.stp_recovery_tau=Float(153.20420728605336);timing.eligibility_trace_tau=Float(135.0962777703759);working_memory.decay_rate=Float(0.0317191462001575);network.initial_threshold=Float(0.1869765015521498);curiosity.scale=Float(0.1496254221116252);learning.stdp_a_plus=Float(0.0320764494438368);learning.istdp_rate=Float(0.0007248809312761019);timing.refractory_period=Int(3);timing.stdp_tau_plus=Float(49.519687394965366);working_memory.recurrent_strength=Float(0.5152888108895367);timing.stdp_tau_minus=Float(17.194232438270525);learning.weight_decay=Float(0.0018798625835100803)"
183,0.651672,687,Completed,"homeostasis.memory_alpha=Float(0.027960011016801005);learning.istdp_rate=Float(0.002326016059663616);homeostasis.homeo_eta=Float(0.048503572402639215);learning.stdp_a_minus=Float(0.05023664569743831);timing.stdp_tau_minus=Float(16.401171880169112);timing.stdp_tau_plus=Float(11.573761434195042);competition.strength=Float(0.22942683401737057);network.initial_exc_weight=Float(0.029092900443145282);memory.capture_threshold=Float(0.17342084458177465);timing.stp_recovery_tau=Float(161.47125952678527);sleep.interval=Int(1631);working_memory.decay_rate=Float(0.007362992630191844);working_memory.recurrent_strength=Float(0.6521475181919866);learning.base_learning_rate=Float(0.01677095871366816);working_memory.capacity=Int(5);memory.tag_decay_rate=Float(0.021473971179796845);learning.weight_decay=Float(0.004191782972179769);timing.eligibility_trace_tau=Float(184.38009555320724);energy.cost_fire_ratio=Float(0.05413232303786378);curiosity.habituation_rate=Float(0.9374042424569847);energy.plasticity_cost_factor=Float(0.10483340224130856);predictive.inference_iterations=Int(1);competition.interval=Int(6);homeostasis.meta_threshold=Float(0.1310784425891653);network.adaptive_threshold_multiplier=Float(1.8045212837877966);memory.weight_clamp=Float(2.243518425441235);network.initial_threshold=Float(0.2842674491424736);energy.recovery_rate=Float(3.4266139088260505);memory.dopamine_sensitivity=Float(1.755945811456988);learning.ltp_ltd_ratio=Float(1.041080394769339);energy.max_energy=Float(115.92945630334538);homeostasis.homeo_interval=Int(7);homeostasis.target_firing_rate=Float(0.04663598305467423);timing.stdp_window=Int(20);memory.consolidation_rate=Float(0.003958090795310701);curiosity.surprise_threshold=Float(0.017759700817465716);predictive.state_learning_rate=Float(0.23072817006631013);stp.use_fraction=Float(0.06460657653273237);homeostasis.meta_alpha=Float(0.02253171823046443);learning.stdp_a_plus=Float(0.004716888428832612);curiosity.scale=Float(0.1540846172706421);timing.refractory_period=Int(9);learning.trace_increment=Float(0.16857989101404786);network.inhibitory_ratio=Float(0.1400391659792604);network.initial_inh_weight=Float(0.21221150898193275);sleep.replay_noise=Float(0.06496267874142217)"
184,0.656330,720,Completed,"network.adaptive_threshold_multiplier=Float(0.6858923440300608);energy.recovery_rate=Float(12.5763404787463);learning.trace_increment=Float(0.0813458711098288);competition.strength=Float(0.2528008763102817);network.initial_threshold=Float(0.21697613906976213);working_memory.recurrent_strength=Float(0.5708400390857924);homeostasis.homeo_eta=Float(0.11041974829053966);homeostasis.meta_alpha=Float(0.021711933397388073);network.initial_inh_weight=Float(0.7456507586980355);timing.eligibility_trace_tau=Float(57.382028248948515);timing.stp_recovery_tau=Float(90.4850195721921);working_memory.decay_rate=Float(0.04613778134834435);predictive.inference_iterations=Int(4);learning.weight_decay=Float(0.00015161485018013392);timing.stdp_window=Int(50);learning.stdp_a_plus=Float(0.002440616235006744);timing.refractory_period=Int(9);timing.stdp_tau_plus=Float(11.33971900011872);memory.consolidation_rate=Float(0.004425338330614693);timing.stdp_tau_minus=Float(11.485963289506259);homeostasis.homeo_interval=Int(8);network.inhibitory_ratio=Float(0.22055299948448154);energy.plasticity_cost_factor=Float(0.09468061277751826);sleep.replay_noise=Float(0.055812565532003665);learning.istdp_rate=Float(0.0004893157830436984);memory.dopamine_sensitivity=Float(4.1311902522880555);network.initial_exc_weight=Float(0.0812022401744505);memory.tag_decay_rate=Float(0.016385055660359808);learning.base_learning_rate=Float(0.008542264304017244);curiosity.habituation_rate=Float(0.9234077631594632);memory.capture_threshold=Float(0.1361004542876269);homeostasis.memory_alpha=Float(0.01576810428308512);homeostasis.meta_threshold=Float(0.15029822363292292);predictive.state_learning_rate=Float(0.06994625558609754);sleep.interval=Int(825);learning.ltp_ltd_ratio=Float(1.3500482086907253);working_memory.capacity=Int(3);homeostasis.target_firing_rate=Float(0.09866747679856315);memory.weight_clamp=Float(1.4279225907353503);learning.stdp_a_minus=Float(0.03672668627713031);energy.cost_fire_ratio=Float(0.058417172750555246);stp.use_fraction=Float(0.1258395047336443);competition.interval=Int(7);curiosity.surprise_threshold=Float(0.04791722413453209);energy.max_energy=Float(106.51050628081674);curiosity.scale=Float(0.16252848135831965)"
